date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:35:33	23161/23161	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:02:50%20GMT	https://demo.dashboardpack.com/sales-html/Basic_Elements.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/Basic_Elements.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:33	28027/28027	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:03:05%20GMT	https://demo.dashboardpack.com/sales-html/Groups.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/Groups.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:33	20552/20552	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:03:53%20GMT	https://demo.dashboardpack.com/sales-html/Max_Length.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/Max_Length.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:33	25413/25413	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:03:45%20GMT	https://demo.dashboardpack.com/sales-html/Layouts.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/Layouts.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:34	45786/45786	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:02:50%20GMT	https://demo.dashboardpack.com/sales-html/Board.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/Board.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:34	1576/1576	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632dbcac-628%22	https://demo.dashboardpack.com/sales-html/img/menu-icon/5.svg	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/img/menu-icon/5.svg	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:34	22110/22110	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:03:43%20GMT	https://demo.dashboardpack.com/sales-html/invoice.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/invoice.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:34	3915/3915	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632dbcad-f4b%22	https://demo.dashboardpack.com/sales-html/img/menu-icon/6.svg	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/img/menu-icon/6.svg	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:35	18860/18860	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2014:02:51%20GMT	https://demo.dashboardpack.com/sales-html/calender.html	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/calender.html	(from https://demo.dashboardpack.com/sales-html/editor.html)
13:35:35	4497/4497	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632dbcad-1191%22	https://demo.dashboardpack.com/sales-html/img/menu-icon/7.svg	C:/My%20Web%20Sites/aAAA/demo.dashboardpack.com/sales-html/img/menu-icon/7.svg	(from https://demo.dashboardpack.com/sales-html/editor.html)
